run_group_id,trace,benchmark_family,split_side,experiment,experiment_kind,router,llc_prefetcher,builtin_coordinator,expert_0,expert_1,seed,ipc,speedup_vs_baseline,speedup_vs_best_single,baseline_ipc,best_single_ipc,traffic_overhead_vs_baseline,l2c_load_miss,l2c_mpki,l2c_prefetch_issued_raw,l2c_prefetch_issued,l2c_prefetch_useful,l2c_prefetch_useless,l2c_prefetch_late,llc_prefetch_issued,llc_prefetch_useful,downstream_prefetch_issued,downstream_prefetch_useful,downstream_prefetch_accuracy,pref0_issued_total,pref1_issued_total,pref0_useful_total,pref1_useful_total,pref0_budget_total,pref1_budget_total,pref0_selected_epochs,pref1_selected_epochs,pref0_accuracy,pref1_accuracy,l1d_load_miss,l2c_total_miss,l2c_rq_full,l2c_wq_full,l2c_pq_full,dram_rq_row_buffer_miss,dram_bus_congested,dram_mshr_full,branch_pred_mpki,cycles,total_instructions,warmup_instructions,simulation_instructions,epoch_len_instructions,mop_total_budget,mop_accuracy_floor,mop_fixed_split_ratio,mop_guarded_min_budget_share,mop_one_shot_epochs,mop_score_weights,mode,host,git_revision,duration_s,start_utc,end_utc,trace_path,log_path,stderr_path,metrics_path,epoch_trace_prefix,flags
20260429T034359.594397Z-1ab1,429.mcf-192B,SPEC,train,Baseline,baseline,,,,,,,0.07167,1.0,1.0001395478649175,0.07167,0.07166,0.0,81803.0,81.803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143912.0,81814.0,0.0,0.0,0.0,58095.0,4964.0,0.0,21.07,13952706.0,1000000.0,500000,1000000,,,,,,,,stage1_pair_screen_1m,MacBookPro.fios-router.home,a778f3cbe9d6a9f3bd05580ec3a2cb3c45c4b342,5.857275,2026-04-29T03:43:59.621986+00:00,2026-04-29T03:44:05.479261+00:00,/Users/barry/Library/Mobile Documents/com~apple~CloudDocs/Carnegie Mellon/15740/Proj/Mixture-of-Prefetchers/artifacts/athena_traces/429.mcf-192B.champsimtrace.xz,results/stage1_pair_screen_1m_probe1_budget8192_Pythia_SPPplusPPF/runs/20260429T034359.594397Z-1ab1/logs/429.mcf-192B__Baseline.out,results/stage1_pair_screen_1m_probe1_budget8192_Pythia_SPPplusPPF/runs/20260429T034359.594397Z-1ab1/logs/429.mcf-192B__Baseline.err,results/stage1_pair_screen_1m_probe1_budget8192_Pythia_SPPplusPPF/runs/20260429T034359.594397Z-1ab1/metrics/429.mcf-192B__Baseline.json,,"--warmup_instructions=500000 --simulation_instructions=1000000 --llc_replacement_type=ship --config='/Users/barry/Library/Mobile Documents/com~apple~CloudDocs/Carnegie Mellon/15740/Proj/Mixture-of-Prefetchers/external/athena'/config/nopref.ini --rob_partition_size=64,128,320 --rob_frontal_partition_ids=0 --rob_dorsal_partition_ids=2 --dram_io_freq=400"
20260429T034359.594397Z-1ab1,429.mcf-192B,SPEC,train,Pythia,single,,,,,,,0.06938,0.9680479977675457,0.968183086798772,0.07167,0.07166,1.0,81554.0,81.554,20569.0,20569.0,0.0,0.0,0.0,0.0,7998.0,20569.0,7998.0,0.388837571102144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143912.0,81565.0,0.0,0.0,0.0,75324.0,25541.0,0.0,21.07,14413811.0,1000000.0,500000,1000000,,,,,,,,stage1_pair_screen_1m,MacBookPro.fios-router.home,a778f3cbe9d6a9f3bd05580ec3a2cb3c45c4b342,6.888841,2026-04-29T03:44:05.479396+00:00,2026-04-29T03:44:12.368237+00:00,/Users/barry/Library/Mobile Documents/com~apple~CloudDocs/Carnegie Mellon/15740/Proj/Mixture-of-Prefetchers/artifacts/athena_traces/429.mcf-192B.champsimtrace.xz,results/stage1_pair_screen_1m_probe1_budget8192_Pythia_SPPplusPPF/runs/20260429T034359.594397Z-1ab1/logs/429.mcf-192B__Pythia.out,results/stage1_pair_screen_1m_probe1_budget8192_Pythia_SPPplusPPF/runs/20260429T034359.594397Z-1ab1/logs/429.mcf-192B__Pythia.err,results/stage1_pair_screen_1m_probe1_budget8192_Pythia_SPPplusPPF/runs/20260429T034359.594397Z-1ab1/metrics/429.mcf-192B__Pythia.json,,"--warmup_instructions=500000 --simulation_instructions=1000000 --llc_replacement_type=ship --config='/Users/barry/Library/Mobile Documents/com~apple~CloudDocs/Carnegie Mellon/15740/Proj/Mixture-of-Prefetchers/external/athena'/config/nopref.ini --rob_partition_size=64,128,320 --rob_frontal_partition_ids=0 --rob_dorsal_partition_ids=2 --dram_io_freq=400 --l2c_prefetcher_types=scooby --config='/Users/barry/Library/Mobile Documents/com~apple~CloudDocs/Carnegie Mellon/15740/Proj/Mixture-of-Prefetchers/external/athena/config/pythia.ini' --l2c_prefetcher_force_prefetch_at_llc=true"
20260429T034359.594397Z-1ab1,429.mcf-192B,SPEC,train,SPP+PPF,single,,,,,,,0.07166,0.9998604716059719,1.0,0.07167,0.07166,1.0,81815.0,81.815,2902.0,2902.0,0.0,0.0,0.0,0.0,246.0,2902.0,246.0,0.08476912474155755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143911.0,81826.0,0.0,0.0,0.0,59069.0,6048.0,0.0,21.07,13955484.0,1000000.0,500000,1000000,,,,,,,,stage1_pair_screen_1m,MacBookPro.fios-router.home,a778f3cbe9d6a9f3bd05580ec3a2cb3c45c4b342,6.828423,2026-04-29T03:44:12.368333+00:00,2026-04-29T03:44:19.196756+00:00,/Users/barry/Library/Mobile Documents/com~apple~CloudDocs/Carnegie Mellon/15740/Proj/Mixture-of-Prefetchers/artifacts/athena_traces/429.mcf-192B.champsimtrace.xz,results/stage1_pair_screen_1m_probe1_budget8192_Pythia_SPPplusPPF/runs/20260429T034359.594397Z-1ab1/logs/429.mcf-192B__SPPplusPPF.out,results/stage1_pair_screen_1m_probe1_budget8192_Pythia_SPPplusPPF/runs/20260429T034359.594397Z-1ab1/logs/429.mcf-192B__SPPplusPPF.err,results/stage1_pair_screen_1m_probe1_budget8192_Pythia_SPPplusPPF/runs/20260429T034359.594397Z-1ab1/metrics/429.mcf-192B__SPPplusPPF.json,,"--warmup_instructions=500000 --simulation_instructions=1000000 --llc_replacement_type=ship --config='/Users/barry/Library/Mobile Documents/com~apple~CloudDocs/Carnegie Mellon/15740/Proj/Mixture-of-Prefetchers/external/athena'/config/nopref.ini --rob_partition_size=64,128,320 --rob_frontal_partition_ids=0 --rob_dorsal_partition_ids=2 --dram_io_freq=400 --l2c_prefetcher_types=spp_ppf_dev --config='/Users/barry/Library/Mobile Documents/com~apple~CloudDocs/Carnegie Mellon/15740/Proj/Mixture-of-Prefetchers/external/athena/config/spp_ppf_dev.ini' --l2c_prefetcher_force_prefetch_at_llc=true"
20260429T034359.594397Z-1ab1,429.mcf-192B,SPEC,train,MoP-V0,router,MoP-V0,,,Pythia,SPP+PPF,1,0.07156,0.99846518766569,0.9986045213508233,0.07167,0.07166,1.0,81716.0,81.716,1632.0,1632.0,0.0,0.0,0.0,0.0,315.0,1632.0,315.0,0.19301470588235295,3923.0,2463.0,2583.0,1431.0,0.0,8192.0,0.0,1.0,0.6584246749936273,0.5809987819732034,143914.0,81727.0,0.0,0.0,0.0,58991.0,5765.0,0.0,21.07,13975048.0,1000000.0,500000,1000000,500000,8192,30,50,10,1,"1.0,0.25,1.0",stage1_pair_screen_1m,MacBookPro.fios-router.home,a778f3cbe9d6a9f3bd05580ec3a2cb3c45c4b342,7.122078,2026-04-29T03:44:19.196847+00:00,2026-04-29T03:44:26.318925+00:00,/Users/barry/Library/Mobile Documents/com~apple~CloudDocs/Carnegie Mellon/15740/Proj/Mixture-of-Prefetchers/artifacts/athena_traces/429.mcf-192B.champsimtrace.xz,results/stage1_pair_screen_1m_probe1_budget8192_Pythia_SPPplusPPF/runs/20260429T034359.594397Z-1ab1/logs/429.mcf-192B__MoP-V0.out,results/stage1_pair_screen_1m_probe1_budget8192_Pythia_SPPplusPPF/runs/20260429T034359.594397Z-1ab1/logs/429.mcf-192B__MoP-V0.err,results/stage1_pair_screen_1m_probe1_budget8192_Pythia_SPPplusPPF/runs/20260429T034359.594397Z-1ab1/metrics/429.mcf-192B__MoP-V0.json,results/stage1_pair_screen_1m_probe1_budget8192_Pythia_SPPplusPPF/runs/20260429T034359.594397Z-1ab1/epoch_logs/429.mcf-192B__MoP-V0,"--warmup_instructions=500000 --simulation_instructions=1000000 --llc_replacement_type=ship --config='/Users/barry/Library/Mobile Documents/com~apple~CloudDocs/Carnegie Mellon/15740/Proj/Mixture-of-Prefetchers/external/athena'/config/nopref.ini --rob_partition_size=64,128,320 --rob_frontal_partition_ids=0 --rob_dorsal_partition_ids=2 --dram_io_freq=400 --config='/Users/barry/Library/Mobile Documents/com~apple~CloudDocs/Carnegie Mellon/15740/Proj/Mixture-of-Prefetchers/external/athena/config/mop_lite.ini' --mop_router_type=4 --mop_seed=1 --l2c_prefetcher_types=scooby --config='/Users/barry/Library/Mobile Documents/com~apple~CloudDocs/Carnegie Mellon/15740/Proj/Mixture-of-Prefetchers/external/athena/config/pythia.ini' --l2c_prefetcher_types=spp_ppf_dev --config='/Users/barry/Library/Mobile Documents/com~apple~CloudDocs/Carnegie Mellon/15740/Proj/Mixture-of-Prefetchers/external/athena/config/spp_ppf_dev.ini' --l2c_prefetcher_force_prefetch_at_llc=true --mop_epoch_trace=results/stage1_pair_screen_1m_probe1_budget8192_Pythia_SPPplusPPF/runs/20260429T034359.594397Z-1ab1/epoch_logs/429.mcf-192B__MoP-V0 --mop_total_budget=8192 --mop_one_shot_epochs=1"
20260429T034359.594397Z-1ab1,429.mcf-192B,SPEC,train,MoP-V1.1,router,MoP-V1.1,,,Pythia,SPP+PPF,1,0.07264,1.013534254220734,1.0136756907619313,0.07167,0.07166,1.0,81634.0,81.634,7123.0,7123.0,0.0,0.0,0.0,0.0,2227.0,7123.0,2227.0,0.3126491646778043,7835.0,3502.0,5499.0,2307.0,4915.0,19661.0,2.0,3.0,0.7018506700701979,0.6587664191890349,143911.0,81645.0,0.0,0.0,0.0,60860.0,9894.0,0.0,21.07,13767310.0,1000000.0,500000,1000000,500000,8192,30,50,10,1,"1.0,0.25,1.0",stage1_pair_screen_1m,MacBookPro.fios-router.home,a778f3cbe9d6a9f3bd05580ec3a2cb3c45c4b342,7.077002,2026-04-29T03:44:26.319009+00:00,2026-04-29T03:44:33.396011+00:00,/Users/barry/Library/Mobile Documents/com~apple~CloudDocs/Carnegie Mellon/15740/Proj/Mixture-of-Prefetchers/artifacts/athena_traces/429.mcf-192B.champsimtrace.xz,results/stage1_pair_screen_1m_probe1_budget8192_Pythia_SPPplusPPF/runs/20260429T034359.594397Z-1ab1/logs/429.mcf-192B__MoP-V1.1.out,results/stage1_pair_screen_1m_probe1_budget8192_Pythia_SPPplusPPF/runs/20260429T034359.594397Z-1ab1/logs/429.mcf-192B__MoP-V1.1.err,results/stage1_pair_screen_1m_probe1_budget8192_Pythia_SPPplusPPF/runs/20260429T034359.594397Z-1ab1/metrics/429.mcf-192B__MoP-V1.1.json,results/stage1_pair_screen_1m_probe1_budget8192_Pythia_SPPplusPPF/runs/20260429T034359.594397Z-1ab1/epoch_logs/429.mcf-192B__MoP-V1.1,"--warmup_instructions=500000 --simulation_instructions=1000000 --llc_replacement_type=ship --config='/Users/barry/Library/Mobile Documents/com~apple~CloudDocs/Carnegie Mellon/15740/Proj/Mixture-of-Prefetchers/external/athena'/config/nopref.ini --rob_partition_size=64,128,320 --rob_frontal_partition_ids=0 --rob_dorsal_partition_ids=2 --dram_io_freq=400 --config='/Users/barry/Library/Mobile Documents/com~apple~CloudDocs/Carnegie Mellon/15740/Proj/Mixture-of-Prefetchers/external/athena/config/mop_lite.ini' --mop_router_type=5 --mop_seed=1 --l2c_prefetcher_types=scooby --config='/Users/barry/Library/Mobile Documents/com~apple~CloudDocs/Carnegie Mellon/15740/Proj/Mixture-of-Prefetchers/external/athena/config/pythia.ini' --l2c_prefetcher_types=spp_ppf_dev --config='/Users/barry/Library/Mobile Documents/com~apple~CloudDocs/Carnegie Mellon/15740/Proj/Mixture-of-Prefetchers/external/athena/config/spp_ppf_dev.ini' --l2c_prefetcher_force_prefetch_at_llc=true --mop_epoch_trace=results/stage1_pair_screen_1m_probe1_budget8192_Pythia_SPPplusPPF/runs/20260429T034359.594397Z-1ab1/epoch_logs/429.mcf-192B__MoP-V1.1 --mop_total_budget=8192 --mop_one_shot_epochs=1"
20260429T034359.594397Z-1ab1,429.mcf-192B,SPEC,train,MoP-V1.2,router,MoP-V1.2,,,Pythia,SPP+PPF,1,0.07381,1.0298590763220317,1.0300027909572984,0.07167,0.07166,1.0,81782.0,81.782,9737.0,9737.0,0.0,0.0,0.0,0.0,4110.0,9737.0,4110.0,0.42210126322275854,11603.0,2016.0,7620.0,1007.0,8192.0,16384.0,1.0,2.0,0.6567267086098423,0.49950396825396826,143903.0,81793.0,0.0,0.0,0.0,61617.0,12637.0,0.0,21.07,13547457.0,1000000.0,500000,1000000,500000,8192,30,50,10,1,"1.0,0.25,1.0",stage1_pair_screen_1m,MacBookPro.fios-router.home,a778f3cbe9d6a9f3bd05580ec3a2cb3c45c4b342,7.056052,2026-04-29T03:44:33.396091+00:00,2026-04-29T03:44:40.452143+00:00,/Users/barry/Library/Mobile Documents/com~apple~CloudDocs/Carnegie Mellon/15740/Proj/Mixture-of-Prefetchers/artifacts/athena_traces/429.mcf-192B.champsimtrace.xz,results/stage1_pair_screen_1m_probe1_budget8192_Pythia_SPPplusPPF/runs/20260429T034359.594397Z-1ab1/logs/429.mcf-192B__MoP-V1.2.out,results/stage1_pair_screen_1m_probe1_budget8192_Pythia_SPPplusPPF/runs/20260429T034359.594397Z-1ab1/logs/429.mcf-192B__MoP-V1.2.err,results/stage1_pair_screen_1m_probe1_budget8192_Pythia_SPPplusPPF/runs/20260429T034359.594397Z-1ab1/metrics/429.mcf-192B__MoP-V1.2.json,results/stage1_pair_screen_1m_probe1_budget8192_Pythia_SPPplusPPF/runs/20260429T034359.594397Z-1ab1/epoch_logs/429.mcf-192B__MoP-V1.2,"--warmup_instructions=500000 --simulation_instructions=1000000 --llc_replacement_type=ship --config='/Users/barry/Library/Mobile Documents/com~apple~CloudDocs/Carnegie Mellon/15740/Proj/Mixture-of-Prefetchers/external/athena'/config/nopref.ini --rob_partition_size=64,128,320 --rob_frontal_partition_ids=0 --rob_dorsal_partition_ids=2 --dram_io_freq=400 --config='/Users/barry/Library/Mobile Documents/com~apple~CloudDocs/Carnegie Mellon/15740/Proj/Mixture-of-Prefetchers/external/athena/config/mop_lite.ini' --mop_router_type=6 --mop_seed=1 --l2c_prefetcher_types=scooby --config='/Users/barry/Library/Mobile Documents/com~apple~CloudDocs/Carnegie Mellon/15740/Proj/Mixture-of-Prefetchers/external/athena/config/pythia.ini' --l2c_prefetcher_types=spp_ppf_dev --config='/Users/barry/Library/Mobile Documents/com~apple~CloudDocs/Carnegie Mellon/15740/Proj/Mixture-of-Prefetchers/external/athena/config/spp_ppf_dev.ini' --l2c_prefetcher_force_prefetch_at_llc=true --mop_epoch_trace=results/stage1_pair_screen_1m_probe1_budget8192_Pythia_SPPplusPPF/runs/20260429T034359.594397Z-1ab1/epoch_logs/429.mcf-192B__MoP-V1.2 --mop_total_budget=8192 --mop_one_shot_epochs=1"
20260429T034359.594397Z-1ab1,429.mcf-192B,SPEC,train,WinnerTakeAll,router,WinnerTakeAll,,,Pythia,SPP+PPF,1,0.07366,1.027766150411609,1.0279095729835335,0.07167,0.07166,1.0,81753.0,81.753,9547.0,9547.0,0.0,0.0,0.0,0.0,4157.0,9547.0,4157.0,0.43542474075625853,11609.0,2022.0,7527.0,1220.0,8192.0,16384.0,1.0,2.0,0.6483762597984323,0.6033630069238378,143914.0,81764.0,0.0,0.0,0.0,61966.0,12903.0,0.0,21.07,13576461.0,1000000.0,500000,1000000,500000,8192,30,50,10,1,"1.0,0.25,1.0",stage1_pair_screen_1m,MacBookPro.fios-router.home,a778f3cbe9d6a9f3bd05580ec3a2cb3c45c4b342,7.186068,2026-04-29T03:44:40.452209+00:00,2026-04-29T03:44:47.638277+00:00,/Users/barry/Library/Mobile Documents/com~apple~CloudDocs/Carnegie Mellon/15740/Proj/Mixture-of-Prefetchers/artifacts/athena_traces/429.mcf-192B.champsimtrace.xz,results/stage1_pair_screen_1m_probe1_budget8192_Pythia_SPPplusPPF/runs/20260429T034359.594397Z-1ab1/logs/429.mcf-192B__WinnerTakeAll.out,results/stage1_pair_screen_1m_probe1_budget8192_Pythia_SPPplusPPF/runs/20260429T034359.594397Z-1ab1/logs/429.mcf-192B__WinnerTakeAll.err,results/stage1_pair_screen_1m_probe1_budget8192_Pythia_SPPplusPPF/runs/20260429T034359.594397Z-1ab1/metrics/429.mcf-192B__WinnerTakeAll.json,results/stage1_pair_screen_1m_probe1_budget8192_Pythia_SPPplusPPF/runs/20260429T034359.594397Z-1ab1/epoch_logs/429.mcf-192B__WinnerTakeAll,"--warmup_instructions=500000 --simulation_instructions=1000000 --llc_replacement_type=ship --config='/Users/barry/Library/Mobile Documents/com~apple~CloudDocs/Carnegie Mellon/15740/Proj/Mixture-of-Prefetchers/external/athena'/config/nopref.ini --rob_partition_size=64,128,320 --rob_frontal_partition_ids=0 --rob_dorsal_partition_ids=2 --dram_io_freq=400 --config='/Users/barry/Library/Mobile Documents/com~apple~CloudDocs/Carnegie Mellon/15740/Proj/Mixture-of-Prefetchers/external/athena/config/mop_lite.ini' --mop_router_type=1 --mop_seed=1 --l2c_prefetcher_types=scooby --config='/Users/barry/Library/Mobile Documents/com~apple~CloudDocs/Carnegie Mellon/15740/Proj/Mixture-of-Prefetchers/external/athena/config/pythia.ini' --l2c_prefetcher_types=spp_ppf_dev --config='/Users/barry/Library/Mobile Documents/com~apple~CloudDocs/Carnegie Mellon/15740/Proj/Mixture-of-Prefetchers/external/athena/config/spp_ppf_dev.ini' --l2c_prefetcher_force_prefetch_at_llc=true --mop_epoch_trace=results/stage1_pair_screen_1m_probe1_budget8192_Pythia_SPPplusPPF/runs/20260429T034359.594397Z-1ab1/epoch_logs/429.mcf-192B__WinnerTakeAll --mop_total_budget=8192 --mop_one_shot_epochs=1"
20260429T034359.594397Z-1ab1,429.mcf-192B,SPEC,train,OneShotFit,router,OneShotFit,,,Pythia,SPP+PPF,1,0.0715,0.9976280173015208,0.9977672341613172,0.07167,0.07166,1.0,81758.0,81.758,3518.0,3518.0,0.0,0.0,0.0,0.0,440.0,3518.0,440.0,0.12507106310403637,3926.0,3811.0,2493.0,2327.0,0.0,24576.0,0.0,3.0,0.6349974528782476,0.6106008921542903,143909.0,81769.0,0.0,0.0,0.0,59473.0,6385.0,0.0,21.07,13985963.0,1000000.0,500000,1000000,500000,8192,30,50,10,1,"1.0,0.25,1.0",stage1_pair_screen_1m,MacBookPro.fios-router.home,a778f3cbe9d6a9f3bd05580ec3a2cb3c45c4b342,6.996876,2026-04-29T03:44:47.638354+00:00,2026-04-29T03:44:54.635230+00:00,/Users/barry/Library/Mobile Documents/com~apple~CloudDocs/Carnegie Mellon/15740/Proj/Mixture-of-Prefetchers/artifacts/athena_traces/429.mcf-192B.champsimtrace.xz,results/stage1_pair_screen_1m_probe1_budget8192_Pythia_SPPplusPPF/runs/20260429T034359.594397Z-1ab1/logs/429.mcf-192B__OneShotFit.out,results/stage1_pair_screen_1m_probe1_budget8192_Pythia_SPPplusPPF/runs/20260429T034359.594397Z-1ab1/logs/429.mcf-192B__OneShotFit.err,results/stage1_pair_screen_1m_probe1_budget8192_Pythia_SPPplusPPF/runs/20260429T034359.594397Z-1ab1/metrics/429.mcf-192B__OneShotFit.json,results/stage1_pair_screen_1m_probe1_budget8192_Pythia_SPPplusPPF/runs/20260429T034359.594397Z-1ab1/epoch_logs/429.mcf-192B__OneShotFit,"--warmup_instructions=500000 --simulation_instructions=1000000 --llc_replacement_type=ship --config='/Users/barry/Library/Mobile Documents/com~apple~CloudDocs/Carnegie Mellon/15740/Proj/Mixture-of-Prefetchers/external/athena'/config/nopref.ini --rob_partition_size=64,128,320 --rob_frontal_partition_ids=0 --rob_dorsal_partition_ids=2 --dram_io_freq=400 --config='/Users/barry/Library/Mobile Documents/com~apple~CloudDocs/Carnegie Mellon/15740/Proj/Mixture-of-Prefetchers/external/athena/config/mop_lite.ini' --mop_router_type=3 --mop_seed=1 --l2c_prefetcher_types=scooby --config='/Users/barry/Library/Mobile Documents/com~apple~CloudDocs/Carnegie Mellon/15740/Proj/Mixture-of-Prefetchers/external/athena/config/pythia.ini' --l2c_prefetcher_types=spp_ppf_dev --config='/Users/barry/Library/Mobile Documents/com~apple~CloudDocs/Carnegie Mellon/15740/Proj/Mixture-of-Prefetchers/external/athena/config/spp_ppf_dev.ini' --l2c_prefetcher_force_prefetch_at_llc=true --mop_epoch_trace=results/stage1_pair_screen_1m_probe1_budget8192_Pythia_SPPplusPPF/runs/20260429T034359.594397Z-1ab1/epoch_logs/429.mcf-192B__OneShotFit --mop_total_budget=8192 --mop_one_shot_epochs=1"
20260429T034359.594397Z-1ab1,429.mcf-192B,SPEC,train,AthenaMAB,builtin,,,AthenaMAB,Pythia,SPP+PPF,,0.07162,0.9993023580298591,0.9994418085403294,0.07167,0.07166,1.0,81799.0,81.799,1398.0,1398.0,0.0,0.0,0.0,0.0,89.0,1398.0,89.0,0.06366237482117311,0.0,1273.0,0.0,873.0,0.0,0.0,0.0,0.0,0.0,0.6857816182246661,143913.0,81810.0,0.0,0.0,0.0,58647.0,5413.0,0.0,21.07,13962551.0,1000000.0,500000,1000000,500000,,,,,,,stage1_pair_screen_1m,MacBookPro.fios-router.home,a778f3cbe9d6a9f3bd05580ec3a2cb3c45c4b342,7.28852,2026-04-29T03:44:54.635299+00:00,2026-04-29T03:45:01.923819+00:00,/Users/barry/Library/Mobile Documents/com~apple~CloudDocs/Carnegie Mellon/15740/Proj/Mixture-of-Prefetchers/artifacts/athena_traces/429.mcf-192B.champsimtrace.xz,results/stage1_pair_screen_1m_probe1_budget8192_Pythia_SPPplusPPF/runs/20260429T034359.594397Z-1ab1/logs/429.mcf-192B__AthenaMAB.out,results/stage1_pair_screen_1m_probe1_budget8192_Pythia_SPPplusPPF/runs/20260429T034359.594397Z-1ab1/logs/429.mcf-192B__AthenaMAB.err,results/stage1_pair_screen_1m_probe1_budget8192_Pythia_SPPplusPPF/runs/20260429T034359.594397Z-1ab1/metrics/429.mcf-192B__AthenaMAB.json,results/stage1_pair_screen_1m_probe1_budget8192_Pythia_SPPplusPPF/runs/20260429T034359.594397Z-1ab1/epoch_logs/429.mcf-192B__AthenaMAB,"--warmup_instructions=500000 --simulation_instructions=1000000 --llc_replacement_type=ship --config='/Users/barry/Library/Mobile Documents/com~apple~CloudDocs/Carnegie Mellon/15740/Proj/Mixture-of-Prefetchers/external/athena'/config/nopref.ini --rob_partition_size=64,128,320 --rob_frontal_partition_ids=0 --rob_dorsal_partition_ids=2 --dram_io_freq=400 --config='/Users/barry/Library/Mobile Documents/com~apple~CloudDocs/Carnegie Mellon/15740/Proj/Mixture-of-Prefetchers/external/athena/config/mop_lite_mab.ini' --l2c_prefetcher_types=scooby --config='/Users/barry/Library/Mobile Documents/com~apple~CloudDocs/Carnegie Mellon/15740/Proj/Mixture-of-Prefetchers/external/athena/config/pythia.ini' --l2c_prefetcher_types=spp_ppf_dev --config='/Users/barry/Library/Mobile Documents/com~apple~CloudDocs/Carnegie Mellon/15740/Proj/Mixture-of-Prefetchers/external/athena/config/spp_ppf_dev.ini' --l2c_prefetcher_force_prefetch_at_llc=true --mop_epoch_trace=results/stage1_pair_screen_1m_probe1_budget8192_Pythia_SPPplusPPF/runs/20260429T034359.594397Z-1ab1/epoch_logs/429.mcf-192B__AthenaMAB"
20260429T034359.594397Z-1ab1,450.soplex-92B,SPEC,train,Baseline,baseline,,,,,,,0.46381,1.0,0.9183992713159874,0.46381,0.50502,0.0,10899.0,10.899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30214.0,16532.0,0.0,0.0,0.0,6799.0,11939.0,0.0,6.58,2156074.0,1000000.0,500000,1000000,,,,,,,,stage1_pair_screen_1m,MacBookPro.fios-router.home,a778f3cbe9d6a9f3bd05580ec3a2cb3c45c4b342,4.383139,2026-04-29T03:45:01.923910+00:00,2026-04-29T03:45:06.307049+00:00,/Users/barry/Library/Mobile Documents/com~apple~CloudDocs/Carnegie Mellon/15740/Proj/Mixture-of-Prefetchers/artifacts/athena_traces/450.soplex-92B.champsimtrace.xz,results/stage1_pair_screen_1m_probe1_budget8192_Pythia_SPPplusPPF/runs/20260429T034359.594397Z-1ab1/logs/450.soplex-92B__Baseline.out,results/stage1_pair_screen_1m_probe1_budget8192_Pythia_SPPplusPPF/runs/20260429T034359.594397Z-1ab1/logs/450.soplex-92B__Baseline.err,results/stage1_pair_screen_1m_probe1_budget8192_Pythia_SPPplusPPF/runs/20260429T034359.594397Z-1ab1/metrics/450.soplex-92B__Baseline.json,,"--warmup_instructions=500000 --simulation_instructions=1000000 --llc_replacement_type=ship --config='/Users/barry/Library/Mobile Documents/com~apple~CloudDocs/Carnegie Mellon/15740/Proj/Mixture-of-Prefetchers/external/athena'/config/nopref.ini --rob_partition_size=64,128,320 --rob_frontal_partition_ids=0 --rob_dorsal_partition_ids=2 --dram_io_freq=400"
